Urdu	Roman-Urdu	Ur—Rom Confidence Score	English	Ur-En Confidence Score
اوقات	auqaat	0.83	occasionally	0.63
یهی	yhi	1	garifunas	0.45
اعتراض	aitraaz	0.86	rebutted	0.73
بیولوجی	bio	1	bio	1
هاتھ	hath	1	roked	0.5
تقسیم	taqseem	0.86	divided	0.65
ذ	zr	1	dyez	0.41
تے	te	1	vo	0.45
کھل	khul	0.75	shoked	0.5
دو	do	1	two	1
کوکہا	koocha	1	nopon	0.47
جننے	jinne	0.8	peforming	0.57
حسدا	hasda	0.8	hallow	0.52
صحت	sehtmand	0.75	health	0.76
اب	ab	1	now	1
تھوڑی	thori	1	uninted	0.61
آپکے	apke	1	close	0.5
قیمتی	qeemty	1	precious	0.67
بھیجے	bheje	1	send	0.69
کری	krti	0.75	mify	0.43
سوچو	socho	1	about	0.933
نادیہ	nadia	0.8	ajutor	0.4
لنک	link	0.75	kzfw	0.5
زخموں	zakhamon	0.75	saleh's	1
نادر	nadir	0.8	priceless	0.49
فرايڈ	fraud	1	fraud	1
پرنسپال	principal	0.78	principal	0.517
ہرگز	hrgiz	0.8	sway	1
پوچھیں	poche	0.8	loooked	0.69
کہ	k	1	that	1
ماروی	marwa	0.8	kurrat	0.4
اسد	asad	0.75	payni	0.43
چاہتا	chahta	1	wants	0.7
دلو	dilo	0.75	valourous	0.44
میٹ	maiti	1	metblogs	1
غذا	ghaza	0.8	nourishment	0.66
برسات	barsaat	0.71	rain	0.64
اجالا	ujaalah	0.83	dreams	0.64
پیر	peer	1	sourial	0.41
بکری	bakri	0.8	goat	0.64
ہسپتال	haspatal	0.75	hospital	0.76
حکمرانوں	hukmranoon	0.9	rulers	0.76
ٹوتھ	tooth	1	bp	0.57
نیلا	niala	0.8	beige	0.62
سین	seeen	0.8	rathofer	0.44
رهنا	rehna	0.8	rehna	0.409
سکتا	sakta	0.8	can	1
انکار	inkar	1	denying	0.71
بکرا	bakra	0.8	mudded	0.57
پا	pa	1	broken	0.51
شوق	shoq	1	pastime	0.57
چوتھی	chuti	0.8	fourth	0.92
چاہے	chahe	1	whichever	0.7
لین	line;mera	1	bcwm	0.43
ند	nd	1	unhi	0.53
ہنس	hans	0.75	excited	0.51
رو	ro	1	separation	0.49
غريب	ghareeb	0.71	1889	0.8
لیے	lye	1	for	0.7
حاکم	hakim	0.8	governor	0.677
شمار	shumar	0.83	most	0.66
فرانکلی	frankly	1	frankly	1
آنے	ane	1	come	0.73
فیاض	fiaz	1	shy	0.51
عندلیب	andleeb143	1	her	0.56
پاپے	papy	0.75	puhdys	0.49
پکے	pake	0.75	guzzled	0.48
رالف	ralf	1	advizer	0.41
زباں	zuban	0.8	vulgarized	0.6
سیدھی	sedhi	1	downwardly	0.67
اٹھی	uthi	1	billowed	0.63
می	me	1	language	1
انٹر	interinfo	0.8	inter-agency	1
گلاں	galan	0.8	sorr	0.5
م	ma	1	preceding	0.55
ردر	ridr	0.75	hypsys	0.55
کر	kr	1	quickly	0.67
آنکھ	ankh	1	eye	0.72
ہٹا	hata	0.75	removed	0.67
ابنِ	ibn	1	propheties	0.6
غازی	ghazee	1	shah	0.57
حسینی	hussaini	0.75	hussaini	0.335
مرنے	marne	0.8	dying	0.56
جاگتی	jagti	1	glimpse	0.61
موتی	moti	1	pearls	0.709
دکھے	dukhe	0.8	distractingly	0.63
خمار	khumar	0.83	heartin	0.5
شاکی	shaki	1	gyaru	0.47
موحاميڈ	mohamed	1	mohamed	1
غم	gham	0.75	sorrow	0.71
کان	kan	1	mine	0.43
جونہی	junhi	1	standstills	0.55
کاشی	kashi	1	stepwells	0.64
ربی	rabipagl	0.75	ety	0.45
نظریں	nazren	0.83	eyes	1
اتنے	itne	1	incredibly	0.64
آدھے	aadhe	1	feast	0.708
وفا	wafa	0.75	yearn	0.56
تعریف	tareef	1	definition	0.66
خواب	khwab	1	glimpsing	0.6
ال	ul	1	nah	0.5
بکواس	bkwas	1	babblings	0.757
هوتے	hotay	1	trive	0.39
دھرتی	dharti	0.83	peeka	0.51
خاندا	khanda	1	family	0.58
ہوسٹل	hostel	0.83	hostel	0.63
عرصے	arsay	1	intermittently	0.63
لکھا	likha	0.8	omitted	0.67
ناسر	nasir	0.8	nasir	1
ہلاکو	halako	0.83	fled	0.64
لاڈلی	ladli	1	mikil	0.56
الين	alien	0.8	alien	1
ام	am	1	umm	0.53
بارگاہ	bargah	1	pray	0.66
سنوار	sanwar	0.83	unclutter	0.56
جدا	juda	0.75	unconscious	1
یار	yar	1	winebibber	1
رہے	rahe	0.75	continue	0.68
دیتی	deti	1	gives	0.67
سبزی	sabzi	0.8	vegetable	0.74
روکنگ	rocking	0.71	rocking	1
اکا	aaka	0.75	trading	0.553
کافر	kafir	0.8	idolaters	0.65
لون	lion	0.75	sgy	0.48
١	1	1	1	1
اتی	ate	1	blufr	0.51
چمکتا	chamakta	0.75	glows	0.71
پاگل	pagal	0.8	insane	0.61
لمبا	lamba	0.8	length	0.62
کھونے	khonay	1	densifying	0.54
قاصد	qasid	0.8	trah	0.51
سمجهے	smjhy	0.8	inferable	0.63
بیمار	bemar	1	sick	0.73
جیت	jeet	1	win	0.66
حال	hal	1	past	0.56
بهت	bht	1	quals	0.42
نیوز	news	0.75	newsbreak	0.62
ویلکوم	welcome	1	welcome	1
پرس	price	0.75	nuffink	0.45
گزرنے	guzarne	0.71	splitting	0.56
خون	khoon	1	blood	0.74
ااس	aas	1	alarmed	0.58
ویسی	wesy	1	extremem	0.47
ہمار	hmara	1	our	0.66
روے	roay	1	hitlisten	0.54
شر	share	0.75	share	1
ویب	web	1	website	0.72
رواں	rawan	0.8	leap	0.51
تی	ti	1	fired	1
فہمی	fehmi	0.8	overstanding	0.66
آرم	arm	1	usars	0.49
نکالے	nikalay	0.86	exclude	0.59
بسے	bs	1	hinterlands	0.55
ريڈ	read	0.75	read	1
خوشی	khushi	1	delight	0.6
انٹينٹ	intent	1	intent	0.255
شازی	shazi	1	artifakt	0.41
غلاب	gulab	0.8	gulab	0.665
مانگنا	mangna	1	punish	0.63
دھویا	dhoya	1	soaked	0.62
سجنا	sajna	0.8	befrugal	0.53
کسٹ	cost	0.75	cost	1
ہور	1hour	0.8	tigerish	0.48
آگے	aage	1	down	0.6
الحال	filhal	0.83	currently	0.53
علی(علیہ	ali	1	ali	0.997
٧٠	70	1	70	1
قران	quran	0.8	quran	0.829
گریٹ	great	0.8	ymgs	0.43
الجهاد	al	1	al	0.698
بناوں	banao	0.8	tabernacles	1
الی	ali	1	vayechi	0.47
جاتے	jate	1	tend	0.65
سمارٹ	smart	1	vmobile	0.65
انهوں	unho	1	renowns	0.5
پڑھے	parhay	0.83	speak	0.58
ڈمپل	dimpledollhania	0.8	riddhe	0.58
فان	faan	0.75	record	0.914
بهاءی	bhai	0.75	bhai	0.23
فضاؤں	fizaon	0.83	visibilities	0.65
پحوٹو	photo	1	photo	1
شیو	shio	1	vishnu	0.61
پڑھو	parho	0.8	aloud	0.63
نمازیں	namazen	0.86	prayers	0.69
روکا	ruka	1	harmed	0.63
قرض	qarz	0.75	repayment	0.77
اجتماع	ijtama	0.83	“juvenile	0.697
بناتے	bnatay	1	consist	0.61
تلوار	talwar	0.83	sword	1
بڑھنے	barrhnay	0.75	increasing	0.74
چاندی	chandni	0.86	coins	0.71
انوارڈ	inward	1	inward	1
سوچتے	sochte	1	realize	0.73
بارے	baray	1	regarding	0.72
پہرا	pehra	0.8	guard	0.534
عرب	arab	0.75	arab	1
مرتے	marte	0.8	die	0.56
پي	p	1	p	0.327
کوش	koshish	1	thwas	0.44
حا	ha	1	dankness	0.54
خطا	khata	0.8	fisticuffs	0.56
شیر	shair	1	lion	1
دھو	dho	1	washed	1
سکن	skin	0.75	bigh	0.47
اتری	utri	1	navagation	0.52
علیکم	alaikum	0.86	gawd	0.59
ہیللو	hello	1	hello	1
کچه	kuch	0.75	arsonous	0.62
سیاست	syast	1	politics	1
چلے	chale	0.8	stay	0.69
ڈساسٹر	disaster	0.75	disaster	0.621
مفت	muft	0.75	providers	0.59
میک	mic	1	mki	0.49
کمرے	kamray	0.83	room	0.72
اکیلا	akela	1	untamable	0.54
مچانے	machane	0.86	catapulting	0.57
آدھ	adha	1	whupped	0.53
ہونڈا	dhonda	0.83	troundi	0.41
لانگ	lang	1	tsta	0.49
بارڈی	bardigat	1	angeboten	0.66
ابتدا	ibteda	0.83	originated	0.62
گہرا	gahra	0.8	deeply	0.66
نکلتا	nikalta	0.71	reaches	0.69
راضی	razi	1	“disciplinary”	1
حنین	hunain	0.83	8th	0.337
آخرت	akhrat	0.83	fullfillment	0.67
ہوتی	hoti	1	tends	0.75
جاو	jao	1	go	0.56
پریم	premnagar	1	avalkku	0.49
ریا	re	1	goo	0.43
حدیث	hadees	0.83	scripture	0.73
سونے	sone	1	bullion	0.67
خارش	kharish	0.86	discolouration	0.73
زید	z	1	prophet	0.67
نکاح	nikah	0.8	marriage	0.75
لفظوں	lafzon	0.83	words	0.69
شولا	shola	1	sacaca	0.4
سلفی	salfi	0.8	pentecostal	0.62
ادا	ada	1	lent	0.55
کوانٹٹي	quantity	0.88	quantity	0.384
کای	kai	1	kai	0.536
نوری	nooriparihi	1	halo	0.47
ڈسسارڈ	discard	0.86	discard	1
لی	li	1	taken	0.55
رحیم	rahimyarkhan	0.8	parhat	0.48
لوں	loon	1	sporks	0.51
غروب	ghuroob	0.86	sunrise	0.6
چکوال	chakwal	0.86	gujja	0.59
هاتہ	hat	1	hat	1
حدوں	hadon	0.8	demarcations	0.59
گلسسسس	glasses	0.71	glasses	1
رشتوں	rishton	0.86	relationships	0.69
پہل	pehl	0.75	initiative	1
پڑھاتے	parhatey	0.86	teach	0.73
الٹ	ult	1	dithered	0.5
اڑاتی	urraati	0.71	wells	1
چال	chal	1	hidable	0.52
قید	qaid	1	imprisonment	1
غریبی	gharibai	0.88	poverty	1
ضیا	zia	1	asre	0.47
میاں	mai	1	baba	0.52
رومیوں	ro0mio	0.83	conquerers	0.68
پیاس	piyas	0.8	thirsty	0.56
کھیلنے	khailne	1	tying	0.63
گيي	guy	1	guy	1
کروں	kron	1	let	0.68
سومرو	soomro	1	soomro	0.494
کوفے	cofethanks	1	ibatzes	0.46
پارک	park	1	park	1
انجام	anjam	1	accomplish	0.58
جسکا	jiska	0.8	which	0.64
ھونے	hone	1	reconcentrated	0.52
لوہا	loha	1	alloyed	0.66
ہائی	hi	1	high	1
قول	qoul	1	attributation	0.6
اندھیرا	andhera	1	darkness	0.66
جمیل	jameelin	0.83	trustess	0.46
السو	also	1	also	0.747
ہنا	hena	0.75	hanna	1
بدلنے	badalne	0.71	altering	0.68
بجھے	bujhe	0.8	sleep	0.6
بنا	bna	1	substituted	0.56
بح	bhai	1	bhai	0.23
آنسوں	†ansuon	0.71	tear	1
فنکار	funkar	0.83	musicianly	0.63
اسود	aswad3stars	0.8	caspian	0.54
گجراتی	gujratimunde	0.86	gujrati	0.79
يو	you	1	you	1
مررور	mirror	0.83	mirror	1
آرزو	aarzo	1	yearning	0.66
تار	taar	0.75	wires	0.65
ممتاز	mumtaz	0.83	foremost	0.67
بولڈنگ	building	0.75	building	1
پریہ	prea	0.75	hundreds	1
ویرانی	wearani	0.86	untouched	0.52
يمير	umair	1	umair	0.582
پیار	pyar	1	that	0.648
پیشاب	pishab	1	stomaching	0.75
ہووے	howe	1	dnft	0.51
لانگياج	language	0.75	language	1
پٹھان	pathan	0.83	pathan	0.72
دکھوں	dukhon	0.83	sufferings	0.68
لگے	lage	0.75	smartened	0.56
نادم	nadim	0.8	shamefull	0.65
پرے	pre	1	heitsi	0.38
قہقہے	qehqahey	0.71	bellyaching	0.58
گلی	gali	0.75	frontyard	0.5
لولی	lovly	0.8	productionz	0.51
دلایا	dilaya	0.83	assuaged	0.68
حسبند	husband	0.71	husband	1
ہیرا	heera	1	jewel	0.62
باقی	baqi	1	remaining	1
گلاب	gulab	0.8	flower	0.62
قرآنی	qurani	0.83	revelational	0.63
ماسٹر	mastergee	0.83	master	0.57
دھڑکتا	dharakta	0.75	lingers	0.66
جاگنے	jagne	1	posion	0.56
شانوں	shanon	1	armillae	0.55
لاڈلا	laadlaa	0.83	perhanaa	0.52
افسران	afsaraan	0.75	officers	1
صندوق	sandooq	0.86	flask	0.61
ليکن	lekin	0.8	unimportance	0.54
ارادہ	irada	0.8	intention	0.72
بتانے	btany	0.8	finding	0.68
دیدو	dedo	1	lamps	0.432
وسلم	w	1	god	0.76
بہنیں	bahnen	0.83	sisters	1
دعوت	dawat	0.8	invitation	0.6
پرچم	percham	0.71	flag	0.59
مارے	mary	0.75	killed	0.65
رشتے	rishte	0.83	relationship	1
هنگری	hungry	0.83	hungry	1
بوک	book	1	zuwo	0.42
انتخاب	intikhab	0.88	uncommitted	0.64
شوہر	shohar	0.83	husband	0.73
ض	zia	1	prever	0.46
چنگا	changa	0.83	chinku	0.57
تمہارا	tumhara	0.86	everybody	0.69
پکٹير	picture	0.83	picture	0.568
نشان	nishaan	0.71	badge	0.62
سچول	school	1	school	1
ڈاڈ	dad	1	dad	1
تھیوری	theory	1	nonexperimental	0.62
مانگنے	mangne	1	begging	0.66
گزارنے	guzarny	0.71	staying	0.66
مسٹ	must	0.75	must	1
تیرا	tera	1	livin	0.55
ہو	ho	1	inevitably	0.68
بھولنے	bhoolne	1	unsticking	0.62
اسلامک	islamic	0.86	bncm	0.59
گونگے	g0onge	0.83	togeher	0.5
چینی	cheeniwo	1	chinese	0.81
کامی	kami	1	kamikaze	0.424
ملے	mile	0.75	dig	0.59
مرض	marz	0.75	disease	0.77
عرفان	irfan	1	se	0.45
يا	ya	1	reassessed	0.53
بنانا	banana	0.83	creating	0.63
حوپي	hope	1	hope	1
کوڑا	kora	1	pegging	0.52
٤٠	40	1	40	1
ناه	nah	1	nah	1
کاکا	kaka	1	punhun	0.53
راہوں	raahon	0.83	senses	0.58
روم	room	1	mediterranean	0.52
دج	dj	1	rogue	1
سون	son	1	sirung	0.44
والا	wala	1	a	0.62
ٹوٹی	tooti	1	skeletonized	0.55
پریشان	pareshan	0.88	distressful	0.65
جمپ	jump	0.75	tripface	0.53
اسايلٹ	assault	0.86	assault	1
انٹرو	intro	1	intro	0.625
دیں	din	1	put	0.68
پلانے	pelane	0.83	regestering	0.45
باوجود	bawajod	0.86	spite	0.79
لباب	lubaba	0.8	tasser	0.5
تحریر	tehreer	0.86	written	0.7
ٹوٹ	toot	1	collapsing	0.65
حانڈريڈ	hundred	1	hundred	1
ڈھونڈ	dhond	1	discover	0.6
جنازے	janaze	0.83	funeral	1
اضافہ	izafa	0.8	increased	1
ہےکے	he	1	he	1
زهیر	zaher	0.8	zaher	0.258
موست	most	1	folki	0.42
پختونخواہ	pkhtoon	1	paktunkhwa	0.68
فرشتے	farishte	0.75	beast	0.63
بھاگنے	bhaagny	0.71	escaping	0.7
وقاص	waqas	0.8	prophet	0.65
زخم	zakhm	0.8	wounds	0.73
نيک	neck	1	neck	1
ڈال	dal	1	slushed	0.62
طریقے	tareke	0.83	manner	0.66
امتیاز	imtiaz	1	meritorical	0.6
جاؤں	jaon	1	sooner	0.66
بولا	bola	1	seven	0.67
تبديل	tabdeel	0.71	downgrades	0.5
زور	zor	1	countered	0.63
بہا	baha	0.75	unnr	0.52
جذبوں	jazbo	0.8	instils	0.68
عشق	ishq	1	love	0.72
مذاق	mazaq	0.8	jokes	0.627
سلیم	slim	1	aaqa	0.44
جوتی	joti	1	anklet	0.58
سوچوں	sochon	1	stronger	1
ماما	mama	1	mama	1
میرا	mera	1	my	0.77
محسوس	mehsus	0.83	palpably	0.61
مرا	mara	0.75	disem	0.49
ہمت	himt	0.75	vain	0.63
ضرورت	zarurat	0.71	required	0.79
چلنا	chalna	0.83	walk	0.728
دیتا	deta	1	brings	0.78
چشم	chashm	0.83	winked	1
لوسٹ	lost	1	blfc	0.47
نهیں	nhi	1	vilely	0.5
دعوے	daway	1	‘unafricanness’	1
نبض	nabz	0.75	twitches	0.64
و	o	1	places	0.47
نہیں	nhi	1	even	0.82
کانٹے	kantay	1	spinned	0.56
فقیر	faqeer	0.83	beg	0.53
مثل	misl	0.75	parable	0.54
معافی	mafi	0.75	pardon	0.68
ہا	hahaha	1	ha	0.813
سرسری	sarsari	0.71	scareful	0.61
اشارہ	ishara	0.83	indicating	0.59
ناگن	nagan	0.8	natchan	0.53
سوچ	soch	1	mindset	0.7
عیب	aaib	1	portentousness	0.67
انليس	unless	1	unless	1
چپکے	chupke	0.83	bloodnight	0.56
بابی	baby	1	mopreme	0.41
ییہ	ye	1	ye	0.598
وقت	waqt	0.75	time	1
مجبور	majboor	0.86	abandoning	0.66
انکوري	inquiry	0.86	inquiry	0.153
تمام	tamam	0.8	all	1
سے	se	1	apart	0.63
سلپ	slip	0.75	slip	1
توتی	toti	1	shirushi	0.58
استاد	ustad	1	teacher	1
فضول	fazol	0.8	slavishness	0.64
دکھانا	dekhana	0.86	ironizing	0.65
موحسن	mohsin	0.83	mohsin	0.999
گنوا	ganwa	0.8	cronies	0.54
اٹھ	uth	1	cowered	0.64
لگوا	lagwa	0.8	protectedtitles	0.46
مجبوری	majbori	0.86	deferring	0.66
ٹونکل	twinkle	0.83	nwel	0.49
زنی	zani	0.75	gotopless	0.48
نیوزی	newzeland	1	zealand	1
جنيد	junaid	0.83	junaid	0.556
جنوري	january	0.71	january	0.923
اصلیت	asliat	0.83	sicness	0.63
پھرنے	phirne	0.83	defecating	0.64
منانا	manana	0.83	celebrative	0.59
سميل	smell	1	smell	1
یاروں	yaro	1	posleen	0.5
ونير	owner	0.8	owner	0.58
فيل	fail	1	fail	1
اٹوٹ	atoot	1	realisitic	0.43
بچاؤ	bachao	0.83	prevent	0.61
بلال	bilal	0.8	takbeer	0.49
رکھے	rakhe	0.8	hold	0.63
کلیر	clear	0.8	lauda	0.51
ہاتھوں	hathon	1	hands	1
فاک	face	1	jutlandia	0.43
سکت	sakt	0.75	reduceable	0.64
تيل	tail	1	tail	1
جاگ	jag	1	dawns	0.56
لپس	lips	0.75	lips	1
افسانے	afsanay	1	fantasies	0.414
آواز	awaz	1	sounds	0.67
جينيڈ	junaid	1	junaid	0.556
ہن	hn	1	dragonians	0.54
دوستو	dosto	1	buddy	0.727
ذات	zaat	0.75	nature	0.475
سيٹ	seat	0.75	seat	1
رون	iron	0.75	einfall	0.57
سمیر	sameer	0.83	avari	0.5
سارا	sara	1	traspassed	0.41
والده	walda	0.8	father	0.67
الا	ula	1	lem	0.43
کيي	key	1	key	1
تهی	thi	1	aybeg	0.46
کرایا	karwaya	0.71	devised	0.57
پہچانے	pohanchane	0.7	credited	0.54
لؤگ	log	1	log	1
سبھا	subha	0.8	lok	0.62
گندا	gnda	1	punugu	0.57
صلاح	sulah	0.8	muaf	0.52
فرحان	farhan	0.83	pizzaface	0.49
ایا	aya	1	orated	0.48
